contract_file_name,contract_id,question,expected_type,gold_value,predicted_value,group,score,is_correct,confidence,verdict,explanation,precision,recall,f1,cosine_similarity,token_f1,hybrid_text_score,status,raw_answer,citations
Contract__12.pdf,Contract__12,What is the AIA Form of Contract Agreement?,identifier,Custom Contract,Owner-Contractor Agreement,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer 'Owner-Contractor Agreement' does not match the gold answer 'Custom Contract'. They refer to different types of agreements.,,,,,,,mismatch,Owner-Contractor Agreement,"['c00000', 'c00002']"
Contract__12.pdf,Contract__12,What are the are the Consequential Damages Terms & Conditions?,long_text,Article 4.10 - Contractor and Owner waive claims against each other for Consequential Damages.,"Except as hereinafter provided, the Contractor and the Owner waive claims against each other for consequential damages arising out of or relating to this Agreement. This waiver includes damages incurred by the Contractor for principal office expenses including the compensation of personnel stationed there, for losses of financing, business and reputation, and for loss of profit except anticipated profit arising directly from the Work. This waiver shall in no way apply to or impair the Owner’s right to Liquidated Damages as provided in Section 4.9, nor shall it preclude the Owner from recovering consequential damages with respect to bodily injury or property damage covered by the Contractor’s insurance or that would have been so covered if the Contractor had obtained the insurance required by this Agreement or with respect to bodily injury or property damage claims of 3rd parties for which Contractor provides indemnification pursuant to this Agreement.",descriptive_metrics,0.85,,0.9,strong,The predicted answer captures the essence of the gold answer and provides additional details that do not contradict the gold answer. The main point about waiving claims for consequential damages is clearly included.,,,,0.8,0.85,0.85,mismatch,"The Contractor and the Owner waive claims against each other for consequential damages arising out of or relating to this Agreement, with specific exceptions.","['c00032', 'c00031']"
Contract__12.pdf,Contract__12,What are the are the Liquidated Damages Terms & Conditions?,long_text,"Article 4.9 - $2,000/day after a 14 cure period from the date of substantial completion.  LD's are capped at 50% of Contractor's Fee.","Contractor acknowledges that Owner will incur damages, including increased financing costs and loss of revenue caused by delayed occupancy, if Contractor does not timely achieve Substantial Completion of the Project. Contractor further acknowledges that the precise amount of such damages may be incapable of computation. Therefore, Contractor (and its Surety, if any) agrees to pay to Owner as liquidated damages, and not as a penalty, the sum of Two thousand Dollars ($2,000.00) per day, or fraction thereof, for each day that completion is delayed beyond a cure period of 14 business days from the date of Substantial Completion established in accordance with Article 4.1.1. The liquidated damages will be capped at 50% of the Contractor’s fee. Owner shall be entitled to withhold, from any sums otherwise then or thereafter due and payable hereunder, payment of such sums sufficient to offset Contractor's liability for liquidated damages, equal to the amount of any actual delay to the Substantial Completion of the Project. The provisions of this paragraph shall survive the termination of this Agreement or of Contractor's services hereunder.",descriptive_metrics,0.9,,0.9,strong,"The predicted answer captures the essential terms and conditions of the liquidated damages, including the $2,000/day penalty after a 14-day cure period and the cap at 50% of the Contractor's fee. It provides additional context but does not contradict the gold answer.",,,,0.9,0.9,0.9,mismatch,"Contractor agrees to pay $2,000 per day for delays beyond a 14-day cure period, capped at 50% of the Contractor’s fee.","['c00031', 'c00032']"
Contract__12.pdf,Contract__12,What is the CCIP Rate % for this Project?,percentage,Excluded,,categorical_accuracy,1.0,False,0.0,incorrect,"The predicted answer is missing, while the gold answer specifies 'Excluded'.",,,,,,,mismatch,,[]
Contract__12.pdf,Contract__12,What is the Builders Risk Waiver of Subrogation Appendix / Exhibit (Letter or Number) if the Owner Carries the Policy,identifier,TBD,H-4,categorical_accuracy,1.0,False,0.0,incorrect,"The gold answer is 'TBD' indicating that the identifier is to be determined, while the predicted answer 'H-4' provides a specific identifier, which is incorrect.",,,,,,,mismatch,EXHIBIT H-4,"['c00080', 'c00071']"
Contract__12.pdf,Contract__12,Is Professional Liability Insurance Required for this project?,boolean,Maybe,,categorical_accuracy,1.0,False,0.0,incorrect,"The predicted answer is missing, while the gold answer indicates 'Maybe'.",,,,,,,mismatch,,[]
Contract__12.pdf,Contract__12,Is a Payment & Performance Bond Required for this project?,boolean,No,True,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer 'True' contradicts the gold answer 'No'.,,,,,,,mismatch,"Yes, a Payment & Performance Bond is required for this project.","['c00086', 'c00081']"
Contract__12.pdf,Contract__12,What are the Payment & Performance Bond Article Terms & Conditions?,long_text,"Article 13.4 - If Contractor elects not to use SDI, a P&P bond is required for all subcontractors over a $1mm.","The Payment & Performance Bond Article Terms & Conditions include the following key points: 1. The Principal and Surety are held and firmly bound unto the Obligee for the payment of a specified sum. 2. The Principal must perform all undertakings, covenants, terms, conditions, and provisions of the Subcontract within the time provided and any extensions granted. 3. The Surety's obligation is not impaired by any changes, extensions of time, alterations, additions, omissions, or other modifications to the Subcontract. 4. The Surety agrees to perform and complete the work if the Principal fails to do so. 5. The Bond is solely for the protection of claimants supplying labor or materials in the prosecution of the work. 6. Claimants who have not been paid within 90 days after performing the last of the work or furnishing the last of the materials may bring an action on the Bond. 7. No suit or action shall be commenced by any claimant after one year following the date on which the Principal ceased work on the Subcontract. 8. The amount of the Bond is reduced by any payments made in good faith by the Surety.",descriptive_metrics,0.1,,0.8,weak,"The predicted answer provides general terms and conditions for a Payment & Performance Bond, but it does not specifically address the terms and conditions outlined in Article 13.4 of the contract.",,,,0.1,0.1,0.1,mismatch,"Payment & Performance Bond terms include obligations of Principal and Surety, protection for claimants, and conditions for legal action.","['c00086', 'c00082']"
Contract__12.pdf,Contract__12,"What are the Contract Documents Definition & Incorporation Definitions, Terms, & Conditions?",long_text,Reference Article 1.1,"The term 'Contract Documents' refers to the documents that form the Contract for Construction. This Contract represents the entire and integrated agreement between the parties regarding the subject matter and supersedes all prior negotiations, representations, or agreements, either written or oral. The Contract may be amended or modified only by a written agreement signed by both parties. The Contract Documents shall not be construed to create a contractual relationship of any kind between the Architect and Contractor, between the Owner and a Subcontractor or Sub-subcontractor, between the Owner and Architect, or between any persons or entities other than the Owner and Contractor. The Owner shall have such rights as a third-party beneficiary of the agreements between the Contractor and its Subcontractors as are specified in this Owner-Contractor Agreement.",descriptive_metrics,0.2,,0.9,weak,The predicted answer provides a general definition of 'Contract Documents' but does not reference Article 1.1 as specified in the gold answer. It captures some relevant content but lacks the specific reference required.,,,,0.2,0.2,0.2,mismatch,The term 'Contract Documents' refers to the documents that form the Contract for Construction.,"['c00002', 'c00003']"
Contract__12.pdf,Contract__12,What are the Terms & Conditions / IMC's obligations for Design Document Review?,long_text,Article 3.4.2 - Contractor has reviewed all documents as identified in 1.1.2.,"The Contractor is obligated to review the Contract Documents and ensure they are adequate for performing the Work and preparing the Guaranteed Maximum Price. The Contractor must participate in bi-weekly Project design meetings and other meetings as required for Budget analysis and value engineering. The Contractor is responsible for taking field measurements, verifying field conditions, and comparing them with the Contract Documents before commencing activities. The Contractor must promptly report any errors, inconsistencies, or omissions discovered to the Owner and Architect. The Contractor is also responsible for maintaining a record copy of the Drawings, Specifications, addenda, Change Orders, and other Modifications at the Site, and providing marked-up drawings showing as-built conditions to the Architect for incorporation into the final design documents. Additionally, the Contractor must review, approve, and submit Shop Drawings, Product Data, Samples, and similar submittals to the Architect, ensuring they conform to the Contract Documents. The Contractor is not relieved of responsibility for deviations from the Contract Documents unless specifically approved in writing by the Architect and Owner.",descriptive_metrics,0.45,,0.8,partial,"The predicted answer provides a detailed list of the Contractor's obligations related to document review, which includes some aspects of the gold answer but also adds additional responsibilities not mentioned in the gold answer. The core obligation of reviewing documents is captured, but the specific reference to Article 3.4.2 and the exact documents identified in 1.1.2 are missing.",,,,0.4,0.45,0.45,mismatch,"The Contractor must review Contract Documents, participate in design meetings, take field measurements, report errors, maintain records, and submit Shop Drawings.","['c00010', 'c00013', 'c00035', 'c00037', 'c00053']"
Contract__12.pdf,Contract__12,"What are the Submittal Alternates, Substitutions, & Contract Document Deviations Terms & Conditions?",long_text,Not Specified but alternates & substitutions are permitting.  Contractor shall submit product data and costs adjustments for approval.,"Submittal Alternates, Substitutions, & Contract Document Deviations Terms & Conditions are as follows: Contractor shall maintain at the Site for Owner one record copy of the Drawings, Specifications, addenda, Change Orders and other Modifications, in good order and marked currently to record changes and selections made during construction. Shop Drawings, Product Data, Samples and similar submittals are not Contract Documents. Contractor shall review, approve and submit to Architect Shop Drawings, Product Data, Samples and similar submittals. Contractor shall not be relieved of responsibility for deviations from requirements of the Contract Documents by Architect’s approval of Shop Drawings, Product Data, Samples or similar submittals unless Contractor has specifically informed Architect and Owner in writing of such deviation at the time of submittal and Architect and Owner have given written approval to the specific deviation. Contractor shall direct specific attention, in writing or on resubmitted Shop Drawings, Product Data, Samples or similar submittals, to revisions other than those requested by Architect on previous submittals. If Owner prefers to accept Work, which is not in accordance with the requirements of the Contract Documents, Owner may do so instead of requiring its removal and correction, in which case the Contract Sum will be reduced as appropriate and equitable. For additional work to be performed by the Contractor’s Subcontractors, a lump sum itemized to show the net amount of each Subcontractor’s direct costs for labor, materials, equipment rental, and transportation plus a maximum of fifteen percent (15%) as Subcontractor Fee to cover all other charges. For additional work to be performed by the Contractor’s own forces, a lump sum proposal itemized to show the net amount of the Contractor’s direct costs for labor, materials, equipment rental and transportation. For deleted work to be performed by the Contractor’s Subcontractors, the Owner shall receive a lump sum credit equal to the net credit to the Contractor as itemized by his Subcontractors for labor, materials, equipment, transportation and taxes, plus the percentage fee thereof as defined in the agreement. For deleted work to be performed by the Contractor’s own forces, the Owner shall receive a lump-sum credit equal to the net estimated savings to the Contractor based upon Contractor’s original estimate on account of the deleted work for labor, material, equipment, transportation and taxes.",descriptive_metrics,0.25,,0.8,weak,"The predicted answer provides a lot of additional information that is not relevant to the question. It does mention the submission of product data, but it does not clearly state the allowance of alternates and substitutions or the need for cost adjustments for approval.",,,,0.2,0.25,0.25,mismatch,"Submittal Alternates, Substitutions, & Contract Document Deviations Terms & Conditions are detailed in the contract documents.","['c00035', 'c00037', 'c00047', 'c00065', 'c00066']"
Contract__12.pdf,Contract__12,Do we have a Precon Agreement?,boolean,No,True,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer 'True' contradicts the gold answer 'No'.,,,,,,,mismatch,This Agreement is initially executed for the Preconstruction services as defined herein.,"['c00000', 'c00023']"
