contract_file_name,contract_id,question,expected_type,gold_value,predicted_value,group,score,is_correct,confidence,verdict,explanation,precision,recall,f1,cosine_similarity,token_f1,hybrid_text_score,status,raw_answer,citations
Contract__13.pdf,Contract__13,What is the Execution Date of the Contract Agreement?,date,2025-01-29 00:00:00,2025-01-07,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer has a different date than the gold answer.,,,,,,,mismatch,7th of January 2025,['c00000']
Contract__13.pdf,Contract__13,What is the AIA Form of Contract Agreement?,identifier,Custom Contract,AIA Form of Contract Agreement,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer does not match the gold answer. The gold answer specifies 'Custom Contract' while the predicted answer repeats the question.,,,,,,,mismatch,AIA Form of Contract Agreement,"['c00000', 'c00001']"
Contract__13.pdf,Contract__13,What are the are the Consequential Damages Terms & Conditions?,long_text,any costs incurred by the owner to achieve final completion,,descriptive_metrics,0.0,,0.0,incorrect,No predicted answer provided.,,,,0.0,0.0,0.0,mismatch,,[]
Contract__13.pdf,Contract__13,Is there a mutual waiver of Consequential Damages in the Contract?,boolean,No,,categorical_accuracy,1.0,False,0.0,incorrect,"The predicted answer is missing, while the gold answer clearly states 'No'.",,,,,,,mismatch,,[]
Contract__13.pdf,Contract__13,Are there Liquidated Damages on the Project?,boolean,No,,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer is missing.,,,,,,,mismatch,,[]
Contract__13.pdf,Contract__13,What is the CCIP Rate % for this Project?,percentage,1,3,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer '3' is not the same as the gold answer '1'.,,,,,,,mismatch,3%,"['c00001', 'c00002']"
Contract__13.pdf,Contract__13,Is IMC or the Owner carrying the Builder's Risk Policy for this project?,enum,Owner,IMC,categorical_accuracy,1.0,False,0.0,incorrect,"The gold answer states that the Owner is carrying the Builder's Risk Policy, while the predicted answer states that IMC is carrying it. These are contradictory answers.",,,,,,,mismatch,IMC Construction,"['c00000', 'c00001']"
Contract__13.pdf,Contract__13,What is the Builders Risk Deductible? ($),currency,100000,,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer is missing.,,,,,,,mismatch,,[]
Contract__13.pdf,Contract__13,What is the Builders Risk Waiver of Subrogation Appendix / Exhibit (Letter or Number) if the Owner Carries the Policy,identifier,D,,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer is missing.,,,,,,,mismatch,,[]
Contract__13.pdf,Contract__13,Is Professional Liability Insurance Required for this project?,boolean,Yes,False,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer 'False' contradicts the gold answer 'Yes'.,,,,,,,mismatch,"Subcontractor Default Insurance is required, not Professional Liability Insurance.","['c00017', 'c00003']"
Contract__13.pdf,Contract__13,Is Pollution Liability Insurance Required for this project?,boolean,Yes,False,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer 'False' contradicts the gold answer 'Yes'.,,,,,,,mismatch,Pollution Liability Insurance is not explicitly required.,"['c00017', 'c00003']"
Contract__13.pdf,Contract__13,Is a Payment & Performance Bond Required for this project?,boolean,No,True,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer 'True' contradicts the gold answer 'No'.,,,,,,,mismatch,"If Contractor is not required to maintain Subcontractor Default Insurance, or for any Subcontractor not covered by Contractor’s Subcontractor Default Insurance policy, Contractor shall require that each of its Subcontractors with Subcontracts in excess of $200,000, prior to commencing its respective portion of the Work, obtain a performance bond and a payment bond.","['c00003', 'c00018']"
Contract__13.pdf,Contract__13,"What are the Contract Documents Definition & Incorporation Definitions, Terms, & Conditions?",long_text,"Task Order, Master Service Agreement, and all other contract docs in the task order or master agreement","The Contract Documents consist of the Task Order, the Master Terms and Conditions of the Contract for Construction dated March 29, 2021, executed by Owner and Contractor, and all other documents identified as Contract Documents in the Task Order or in the Master Terms and Conditions. The Contractor acknowledges that it is bound by the Master Terms and Conditions as if they had been executed on the date hereof and set forth in full herein. All terms not defined in the Task Order shall have the respective meanings given to such terms in the other Contract Documents. The Contract Documents and the Task Order shall not be binding upon the Owner for a project for which the original Guaranteed Maximum Price exceeds Five Million Dollars ($5,000,000.00).",descriptive_metrics,0.75,,0.9,partial,The predicted answer captures the main elements of the gold answer but includes additional details not present in the gold answer. There is no contradiction.,,,,0.7,0.75,0.75,mismatch,"The Contract Documents consist of the Task Order, the Master Terms and Conditions of the Contract for Construction dated March 29, 2021, executed by Owner and Contractor, and all other documents identified as Contract Documents in the Task Order or in the Master Terms and Conditions.",['c00000']
Contract__13.pdf,Contract__13,What are the Terms & Conditions / IMC's obligations for Design Document Review?,long_text,Contractor responsible for doc review and reporting errors to design team immediately. reporting errors doesn't release contractor for responsibility of cost associated with errors but contractor is not responsible for design document code compliance in any way.,"Contractor shall comply with all of the requirements applicable to Contractor, or assigned to Contractor by Owner, as provided in the Building Information Modeling Requirements (“BIM Requirements”) attached hereto as Exhibit L. Owner and Contractor acknowledge and agree that neither the Building Information Model nor any Model Element (as said terms are defined in the BIM Requirements) is a Contract Document and does not alter or supersede in any respect the Drawings and Specifications or any other design document prepared by Architect and its consultants. Without limitation of the foregoing, Contractor shall throughout the performance of the Work maintain accurate and current electronic “as built” records of all material changes in the Work made by Contractor or its Subcontractors in the field from what is shown on the Construction Documents, as the same may be modified during the course of the Work in accordance with the terms of the Contract Documents, and 3D shop drawings, construction coordination models and all other documentation required by Exhibit L hereto so that Architect may employ such records to prepare record drawings in BIM format. As a condition precedent to Owner’s obligation to make payment with respect to any Application for Payment, Contractor shall demonstrate to Owner and Architect that Contractor’s records as aforesaid are accurate and correct, and upon request from time to time by Owner or Architect, shall deliver to Architect complete copies of such records, active files of which shall be maintained at the Project site. Nothing contained herein shall authorize any changes in the Work except as authorized by a duly executed Change Order.",descriptive_metrics,0.1,,0.9,incorrect,"The predicted answer does not address the specific obligations for Design Document Review as outlined in the gold answer. It discusses BIM requirements and record-keeping, which are not relevant to the question.",,,,0.1,0.1,0.1,mismatch,"Contractor shall comply with all of the requirements applicable to Contractor, or assigned to Contractor by Owner, as provided in the Building Information Modeling Requirements (“BIM Requirements”) attached hereto as Exhibit L.","['c00004', 'c00012']"
Contract__13.pdf,Contract__13,"What are the Submittal Alternates, Substitutions, & Contract Document Deviations Terms & Conditions?",long_text,Must be documented via change order per 3.4.2 of master service agreement,"Submittal Alternates, Substitutions, & Contract Document Deviations Terms & Conditions are outlined in various sections of the contract documents. All allowances and alternates included in the Guaranteed Maximum Price are set forth in Exhibit B. Exhibit B also designates those alternates accepted by the Owner and those which may be accepted in the future, along with the corresponding adjustments to the Guaranteed Maximum Price. The Contractor must comply with all Building Information Modeling (BIM) requirements as provided in Exhibit L, and maintain accurate and current electronic 'as built' records of all material changes in the Work. Any changes in the Work must be authorized by a duly executed Change Order. The Contractor is also required to maintain a policy of Subcontractor Default Insurance, which must meet specific requirements, including coverage limits and endorsements for the benefit of the Owner. In the event of cancellation or reduction in coverage, the Contractor must obtain completion bonds and labor and material payment bonds for all Subcontractors whose work is not fully completed.",descriptive_metrics,0.2,,0.8,weak,"The predicted answer provides a lot of additional information that is not relevant to the specific terms and conditions asked for. It does mention that changes must be authorized by a change order, which is somewhat related, but it does not specifically reference 3.4.2 of the master service agreement.",,,,0.2,0.2,0.2,mismatch,"Submittal Alternates, Substitutions, & Contract Document Deviations Terms & Conditions are outlined in various sections of the contract documents, including Exhibit B and Exhibit L, and involve maintaining accurate records, complying with BIM requirements, and ensuring proper insurance coverage.","['c00002', 'c00004', 'c00017']"
Contract__13.pdf,Contract__13,Do we have a Precon Agreement?,boolean,Yes,False,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer 'False' contradicts the gold answer 'Yes'.,,,,,,,mismatch,No explicit mention of a Precon Agreement,"['c00000', 'c00001']"
Contract__13.pdf,Contract__13,What are the Precon Reimbursable Terms & Conditions?,long_text,"$5,000 lump sum",,descriptive_metrics,0.0,,0.9,incorrect,The predicted answer is missing.,,,,0.0,0.0,0.0,mismatch,,[]
Contract__13.pdf,Contract__13,Does a Subcontractor Award have to be Approved by Owner?,boolean,No,True,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer 'True' contradicts the gold answer 'No'.,,,,,,,mismatch,"Yes, a Subcontractor Award has to be approved by Owner.","['c00017', 'c00003']"
Contract__13.pdf,Contract__13,Is IMC Entitled a PCCO for Owner Selected / Mandated Subcontractors?,boolean,Yes,,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer is missing.,,,,,,,mismatch,,[]
Contract__13.pdf,Contract__13,What are the GMP Shared Savings Terms & Conditions?,long_text,No shared savings,"In the event that the Contract Sum is more than the Guaranteed Maximum Price, the amount of the difference shall be paid by Contractor without reimbursement by Owner. In the event that the Contract Sum is less than the Guaranteed Maximum Price, the entire amount of the difference shall insure to the benefit of Owner.",descriptive_metrics,0.0,,1.0,incorrect,"The predicted answer contradicts the gold answer. The gold answer states there are no shared savings, while the predicted answer describes a scenario where savings are shared.",,,,0.0,0.0,0.0,mismatch,"In the event that the Contract Sum is more than the Guaranteed Maximum Price, the amount of the difference shall be paid by Contractor without reimbursement by Owner. In the event that the Contract Sum is less than the Guaranteed Maximum Price, the entire amount of the difference shall insure to the benefit of Owner.","['c00002', 'c00025']"
Contract__13.pdf,Contract__13,Do GMP Buyout Savings need to be Reported to Owner?,boolean,No,True,categorical_accuracy,1.0,False,0.0,incorrect,"The gold answer indicates that GMP Buyout Savings do not need to be reported to the owner (No), while the predicted answer incorrectly states that they do (True).",,,,,,,mismatch,"Yes, GMP Buyout Savings need to be reported to Owner.","['c00025', 'c00002']"
Contract__13.pdf,Contract__13,Must the GMP Buyout Savings be Shown on Monthly Schedule of Values?,boolean,No,,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer is missing.,,,,,,,mismatch,,[]
Contract__13.pdf,Contract__13,What are the GMP Buyout Savings Definition & Terms & Conditions?,long_text,100% of buyout savings returns to owner if not used during project.,"GMP Buyout Savings refers to the difference between the Contract Sum and the Guaranteed Maximum Price (GMP). If the Contract Sum is less than the GMP, the entire amount of the difference benefits the Owner. Adjustments to the Contract Sum due to changes in the Work are determined according to Article 7 of the Master Terms and Conditions. Cash discounts, trade discounts, rebates, refunds, and amounts from sales of surplus materials and equipment accrue to the Owner. Insurance proceeds received by the Contractor also accrue to the Owner. These amounts are credited to the Owner as a deduction from the Cost of the Work.",descriptive_metrics,0.5,,0.8,partial,"The predicted answer provides a detailed explanation of GMP Buyout Savings, including terms and conditions related to adjustments, discounts, and insurance proceeds. However, it does not explicitly state the key point that 100% of buyout savings returns to the owner if not used during the project.",,,,0.5,0.5,0.5,mismatch,"GMP Buyout Savings refers to the difference between the Contract Sum and the Guaranteed Maximum Price (GMP). If the Contract Sum is less than the GMP, the entire amount of the difference benefits the Owner. Adjustments to the Contract Sum due to changes in the Work are determined according to Article 7 of the Master Terms and Conditions. Cash discounts, trade discounts, rebates, refunds, and amounts from sales of surplus materials and equipment accrue to the Owner. Insurance proceeds received by the Contractor also accrue to the Owner. These amounts are credited to the Owner as a deduction from the Cost of the Work.","['c00002', 'c00025']"
Contract__13.pdf,Contract__13,Must Use of Buyout Savings for Trade Costs be Approved by Owner?,boolean,No,True,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer 'True' contradicts the gold answer 'No'.,,,,,,,mismatch,"Yes, use of buyout savings for trade costs must be approved by the Owner.","['c00023', 'c00024']"
Contract__13.pdf,Contract__13,"What is the General Conditions Rate Sheet Appendix / Exhibit (A,B,C,D, Etc.)?",identifier,I-7,Exhibit A,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer 'Exhibit A' does not match the gold answer 'I-7'. They refer to different identifiers.,,,,,,,mismatch,Exhibit A: Drawings and Specifications,"['c00006', 'c00007']"
Contract__13.pdf,Contract__13,What is the definition for the Cost of the Work?,text,"Task Order Exhibit I - wages of workers, contractor's supervisory and admin personnel per exhibit J, taxes, insurance, subcontractor cost, transportation and storage cost, cost of materials, rental equipment, temp facilities, debris removal, contractor expenses, permit fees, testing fees, deposits lost, cost incurred due to emergencies","The term 'Cost of the Work' shall mean costs necessarily incurred by the Contractor, directly or in connection with Subcontracts, in good faith and in the proper performance of the Work. Such costs shall be at rates not higher than the standard paid at the location of the Project except with prior consent of the Owner. All costs in the costs of the Work shall be reasonable and customary. The Cost of the Work shall include only the following items: wages of construction workers, wages or salaries of supervisory and administrative personnel, costs for taxes, insurance, contributions, assessments and benefits, payments to Subcontractors, costs of materials and equipment, rental charges for temporary facilities, machinery, equipment, and hand tools, costs of removal of debris, costs of document reproductions and postage, travel expenses, insurance and bond premiums, sales and use taxes, fees and assessments for permits, licenses and inspections, fees of testing laboratories, deposits lost for causes other than the Contractor's negligence, other costs approved in advance in writing by the Owner, and costs due to emergencies.",descriptive_metrics,0.9,,0.9,strong,The predicted answer captures almost all the important elements of the gold answer with no contradictions. It provides a detailed and semantically similar definition.,,,,0.9,0.9,0.9,mismatch,"The term 'Cost of the Work' shall mean costs necessarily incurred by the Contractor, directly or in connection with Subcontracts, in good faith and in the proper performance of the Work.","['c00019', 'c00021', 'c00022', 'c00023']"
Contract__13.pdf,Contract__13,What are the Contingency Usage Terms and Conditions?,long_text,Requires owner approval,Contingency usage terms and conditions are not explicitly stated in the provided excerpts.,descriptive_metrics,0.0,,1.0,incorrect,The predicted answer does not provide the required information and does not match the gold answer.,,,,0.0,0.0,0.0,mismatch,,[]
Contract__13.pdf,Contract__13,What are the Contingency Usage Owner Notification Requirements?,text,Must obtain owner approval before utilizing,"Contractor must notify the Owner in writing prior to the use of any contingency funds, detailing the specific purpose and amount. The Owner must approve the use of these funds before they can be utilized.",descriptive_metrics,0.8,,0.9,strong,"The predicted answer captures the essential requirement of obtaining owner approval before utilizing contingency funds and adds details about the notification process, which aligns with the gold answer.",,,,0.8,0.8,0.8,mismatch,"Contractor must notify the Owner in writing prior to the use of any contingency funds, detailing the specific purpose and amount. The Owner must approve the use of these funds before they can be utilized.","['c00003', 'c00022']"
Contract__13.pdf,Contract__13,What is the General Conditions Type?,enum,Capped,Master Terms and Conditions,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer 'Master Terms and Conditions' does not match the gold answer 'Capped'.,,,,,,,mismatch,Master Terms and Conditions,"['c00004', 'c00023']"
Contract__13.pdf,Contract__13,What are the General Conditions Billing Backup Requirements?,text,Back up required for GR's,"Contractor shall demonstrate to Owner and Architect that Contractor’s records are accurate and correct, and upon request from time to time by Owner or Architect, shall deliver to Architect complete copies of such records, active files of which shall be maintained at the Project site.",descriptive_metrics,0.0,,1.0,incorrect,The predicted answer does not match the gold answer in meaning or content and provides information that is not relevant to the backup requirements for GR's.,,,,0.0,0.0,0.0,mismatch,Contractor shall demonstrate to Owner and Architect that Contractor’s records are accurate and correct.,"['c00004', 'c00006']"
Contract__13.pdf,Contract__13,What is the definition of General Conditions for this project? (01 v 50 Code Split),enum,IMC labor plus IMC staff expenses,category of costs associated with the general management and administration of the project,categorical_accuracy,1.0,False,0.0,incorrect,"The predicted answer does not match the gold answer. The gold answer specifies 'IMC labor plus IMC staff expenses,' while the predicted answer provides a general description of general conditions.",,,,,,,mismatch,General Conditions category of the Guaranteed Maximum Price,"['c00023', 'c00001']"
Contract__13.pdf,Contract__13,What is the Change Markup - IMC Fee %?,percentage,3,10,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer '10' does not match the gold answer '3'.,,,,,,,mismatch,10%,"['c00016', 'c00012']"
Contract__13.pdf,Contract__13,What is the Change Markup - CCIP %?,percentage,1,10,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer '10' is not the same as the gold answer '1'.,,,,,,,mismatch,10%,"['c00016', 'c00002']"
Contract__13.pdf,Contract__13,What is the Change Markup - Warranty %?,percentage,0.1,10,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer '10' is not the same as the gold answer '0.1'. The values are different and not equivalent.,,,,,,,mismatch,10%,"['c00016', 'c00003']"
Contract__13.pdf,Contract__13,What is the Change Markup - CM Insurance %?,percentage,1,1.2,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer (1.2) is not the same as the gold answer (1).,,,,,,,mismatch,1.2%,"['c00003', 'c00017']"
Contract__13.pdf,Contract__13,What are the Adverse Weather Days Terms & Conditions?,long_text,MSA 4.3.7.2 (1) extreme or unusual compared to prior 10 year weather data (2) must have actually caused subcontractor to not work (3) claim must be substantiated by weather data (4) only applicable if delay will delay substantial completion (5) claim must be submitted within 5 cal days (6) must be submitted to owner by the end of the calendar month following the month with adverse weather conditions.,,descriptive_metrics,0.0,,0.0,incorrect,No predicted answer provided.,,,,0.0,0.0,0.0,mismatch,,[]
Contract__13.pdf,Contract__13,Within how many days must we notify the owner of adverse weather day impacts?,number,5,,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer is missing.,,,,,,,mismatch,,[]
